年,月,日,时,分,NEE,RE,GPP,LE,Hs
2017,1,20,1,0,-0.045176705,1.026510101,0.00000010 ,143.241,52.5306
2017,1,20,1,30,0.042395317,-0.963310901,0.00000010 ,189.775,19.3856
2017,1,20,2,0,0.034933642,-0.793765903,0.00000010 ,218.569,43.0874
2017,1,20,2,30,-0.010348511,0.235140094,0.00000009 ,137.814,25.6249
2017,1,20,3,0,-0.021716118,0.493436092,0.00000009 ,173.378,32.2263
2017,1,20,3,30,0.007035395,-0.15985891,0.00000009 ,158.607,18.487
2017,1,20,4,0,0.000990225,-0.022499912,0.00000009 ,149.919,33.9569
2017,1,20,4,30,0.003850875,-0.087499914,0.00000009 ,141.944,27.2204
2017,1,20,5,0,0.014355842,-0.326194916,0.00000008 ,82.1111,18.6815
2017,1,20,5,30,-0.020755072,0.471599082,0.00000008 ,85.117,10.1622
2017,1,20,6,0,0.002851848,-0.06479992,0.00000008 ,27.831,9.43581
2017,1,20,6,30,-0.008181943,0.185911078,0.00000008 ,7.1766,23.1153
2017,1,20,7,0,3.74E-05,-0.000848924,0.00000008 ,-28.7143,6.05183
2017,1,20,7,30,-0.005984832,0.135988074,0.00000007 ,-27.1856,2.87799
2017,1,20,8,0,-0.006058373,0.137659072,0.00000007 ,-26.3228,0.866765
2017,1,20,8,30,-0.008200119,0.18632407,0.00000007 ,-33.4665,0.319677
2017,1,20,9,0,-0.002248911,0.051100068,0.00000007 ,-27.0263,1.18631
2017,1,20,9,30,-0.003045492,0.069200066,0.00000007 ,-15.0395,0.304504
2017,1,20,10,0,-0.006109424,0.13881904,0.00000004 ,91.8414,1.29984
2017,1,20,10,30,-0.011097738,0.252164061,0.00000006 ,111.234,1.15873
2017,1,20,11,0,0.003098304,-0.070399921,0.00000008 ,108.033,-2.35398
2017,1,20,11,30,-0.008305303,0.188714096,0.00000010 ,129.738,-1.47153
2017,1,20,12,0,-0.028171329,0.640112131,0.00000013 ,-44.1317,19.0743
2017,1,20,12,30,-0.021761845,0.494475149,0.00000015 ,154.26,11.4137
2017,1,20,13,0,-0.02791211,0.634222162,0.00000016 ,70.0531,-0.476703
2017,1,20,13,30,-0.012585364,0.28596618,0.00000018 ,161.423,29.2707
2017,1,20,14,0,-0.015128658,0.343755189,0.00000019 ,143.982,1.15731
2017,1,20,14,30,-0.01262911,0.28696019,0.00000019 ,98.4047,-0.954297
2017,1,20,15,0,-0.015092569,0.342935193,0.00000019 ,30.6923,-5.21685
2017,1,20,15,30,-0.015092569,0.342935194,0.00000019 ,30.6923,127.415
2017,1,20,16,0,-0.051370673,1.167250188,0.00000019 ,-1.4276,82.6566
2017,1,20,16,30,-0.084153722,1.912150175,0.00000018 ,59.6031,3.09256
2017,1,20,17,0,-0.079626413,1.80928016,0.00000016 ,-14.3355,16.9056
2017,1,20,17,30,-0.054978172,1.249220144,0.00000014 ,142.304,21.5682
2017,1,20,18,0,-0.03190747,0.725005144,0.00000014 ,-12.184,0.34727
2017,1,20,18,30,-0.076723953,1.743330144,0.00000014 ,-8.2964,19.7917
2017,1,20,19,0,-0.074924384,1.702440144,0.00000014 ,134.485,18.9539
2017,1,20,19,30,-0.015254834,0.346622143,0.00000014 ,-18.6221,18.7952
2017,1,20,20,0,-0.069978981,1.590070143,0.00000014 ,-14.8765,18.0144
2017,1,20,20,30,-0.091831266,2.086600143,0.00000014 ,130.059,17.548
2017,1,20,21,0,-0.093047702,2.114240143,0.00000014 ,132.196,18.3582
2017,1,20,21,30,-0.092449166,2.100640143,0.00000014 ,131.573,17.7577
2017,1,20,22,0,-0.093383059,2.121860142,0.00000014 ,129.728,17.6356
2017,1,20,22,30,-0.211980767,4.816650142,0.00000014 ,99.1082,22.3005
2017,1,20,23,0,-0.309437391,7.031070142,0.00000014 ,224.46,17.7164
2017,1,20,23,30,-0.041510936,0.943216142,0.00000014 ,144.899,112.563
2017,1,20,24,0,0.123550593,-2.807329858,0.00000014 ,231.22,32.2225
2017,1,21,0,30,-0.022425516,0.509555142,0.00000014 ,270.438,32.3511
2017,1,21,1,0,-0.054891032,1.247240141,0.00000014 ,239.452,20.9492
2017,1,21,1,30,-0.005686444,0.129208141,0.00000014 ,146.455,11.722
2017,1,21,2,0,0.015825996,-0.359599859,0.00000014 ,259.41,32.6589
2017,1,21,2,30,-0.030394362,0.690624141,0.00000014 ,357.608,46.5265
2017,1,21,3,0,0.044433816,-1.009629859,0.00000014 ,297.858,57.2169
2017,1,21,3,30,-0.02381117,0.54104014,0.00000014 ,221.49,35.2027
2017,1,21,4,0,-0.001443528,0.03280014,0.00000014 ,239.812,39.951
2017,1,21,4,30,0.007986231,-0.18146386,0.00000014 ,229.326,32.2571
2017,1,21,5,0,-0.018906916,0.42960514,0.00000014 ,104.284,11.6954
2017,1,21,5,30,-0.017501853,0.39767914,0.00000014 ,69.5773,10.6677
2017,1,21,6,0,-0.010990529,0.249728139,0.00000014 ,19.6185,5.92484
2017,1,21,6,30,0.005141248,-0.116819861,0.00000014 ,177.638,3.4593
2017,1,21,7,0,-0.009808113,0.222861139,0.00000014 ,-8.43779,-1.35637
2017,1,21,7,30,-0.00136431,0.031000139,0.00000014 ,-4.96518,27.3191
2017,1,21,8,0,0.000576531,-0.013099861,0.00000014 ,-7.38348,-0.0915
2017,1,21,8,30,0.000501714,-0.011399861,0.00000014 ,-6.379,0.220361
2017,1,21,9,0,-0.004678219,0.106299138,0.00000014 ,29.6043,-3.14003
2017,1,21,9,30,-0.024962076,0.567191138,0.00000014 ,-31.8559,9.2021
2017,1,21,10,0,-0.244067137,5.545720198,0.00000020 ,33.2744,-1.50283
2017,1,21,10,30,-0.018055367,0.41025622,0.00000022 ,49.9044,260.046
2017,1,21,11,0,-0.016118486,0.366246259,0.00000026 ,151.211,11.1324
2017,1,21,11,30,-0.025436416,0.577969306,0.00000031 ,145.235,-2.24033
2017,1,21,12,0,-0.016929767,0.384680325,0.00000033 ,190.463,103.249
2017,1,21,12,30,-0.014616645,0.33212134,0.00000034 ,196.764,92.6494
2017,1,21,13,0,-0.014616645,0.332121354,0.00000035 ,193.614,97.949
2017,1,21,13,30,-0.002655264,0.060333553,0.00000035 ,152.576,35.736
2017,1,21,14,0,-0.000510516,0.011600354,0.00000035 ,-33.0944,13.6055
2017,1,21,14,30,-0.005809452,0.132003352,0.00000035 ,-39.0498,4.40992
2017,1,21,15,0,-0.018250551,0.414691349,0.00000035 ,73.6459,10.1262
2017,1,21,15,30,-0.014583902,0.331377343,0.00000034 ,-4.00621,2.52965
2017,1,21,16,0,-0.013284286,0.301847328,0.00000033 ,-7.29227,8.02293
2017,1,21,16,30,0.056202971,-1.277049698,0.00000030 ,119.801,2.1077
2017,1,21,17,0,-0.025551282,0.580579281,0.00000028 ,102.089,27.6463
2017,1,21,17,30,-0.096586987,2.19466027,0.00000027 ,103.388,13.6626
2017,1,21,18,0,-0.060506268,1.374830257,0.00000026 ,11.8557,8.06828
2017,1,21,18,30,-0.039063276,0.887600245,0.00000025 ,82.771,12.2008
2017,1,21,19,0,-0.027500529,0.624870232,0.00000023 ,76.0339,10.5841
2017,1,21,19,30,-0.033944473,0.771290229,0.00000023 ,60.8603,9.92983
2017,1,21,20,0,-0.035832854,0.814198226,0.00000023 ,49.6171,8.63015
2017,1,21,20,30,-0.037284744,0.847188222,0.00000022 ,42.9411,8.08487
2017,1,21,21,0,-0.072050091,1.637130219,0.00000022 ,14.8273,5.09327
2017,1,21,21,30,-0.031564148,0.717204216,0.00000022 ,60.0251,7.1956
2017,1,21,22,0,-0.23435325,5.325000213,0.00000021 ,63.797,-1.20875
2017,1,21,22,30,-0.21886085,4.97298021,0.00000021 ,71.1525,2.61567
2017,1,21,23,0,-0.206175407,4.684740206,0.00000021 ,107.134,6.6465
2017,1,21,23,30,-0.22150057,5.032960203,0.00000020 ,95.5942,8.67865
2017,1,21,24,0,-0.157749884,3.5844102,0.00000020 ,238.673,22.5701
2017,1,22,0,30,-0.118868369,2.700940197,0.00000020 ,171.649,44.2138
2017,1,22,1,0,-0.037992337,0.863266194,0.00000019 ,349.705,58.6752
2017,1,22,1,30,-0.018081773,0.410856191,0.00000019 ,223.82,29.2786
2017,1,22,2,0,-0.105820725,2.404470188,0.00000019 ,308.137,58.581
2017,1,22,2,30,-0.092801687,2.108650185,0.00000019 ,283.791,48.2622
2017,1,22,3,0,-0.033023168,0.750356182,0.00000018 ,194.796,33.5666
2017,1,22,3,30,-0.033327585,0.757273178,0.00000018 ,221.856,30.9903
2017,1,22,4,0,-0.004251366,0.096600175,0.00000018 ,133.933,23.5621
2017,1,22,4,30,0.006695989,-0.152146828,0.00000017 ,108.884,9.1664
2017,1,22,5,0,-0.01543193,0.350646169,0.00000017 ,97.1647,11.0629
2017,1,22,5,30,-0.032223682,0.732190166,0.00000017 ,67.7092,16.6066
2017,1,22,6,0,-0.013715452,0.311644163,0.00000016 ,7.9581,1.70258
2017,1,22,6,30,-0.00835213,0.18977816,0.00000016 ,-11.5984,2.54747
2017,1,22,7,0,-0.01041457,0.236641157,0.00000016 ,-15.9955,2.02605
2017,1,22,7,30,-0.095694024,2.174370154,0.00000015 ,133.822,-5.59833
2017,1,22,8,0,-0.000730566,0.016600152,0.00000015 ,-4.58382,-0.587882
2017,1,22,8,30,-0.011174843,0.253916149,0.00000015 ,-8.44045,21.0413
2017,1,22,9,0,-0.007556165,0.171692146,0.00000015 ,36.5004,56.6371
2017,1,22,9,30,-0.006641505,0.150909091,0.00000009 ,64.0526,41.8754
2017,1,22,10,0,-0.006100226,0.138610103,0.00000010 ,125.703,6.0739
2017,1,22,10,30,-0.01375823,0.312616114,0.00000011 ,92.217,14.1942
2017,1,22,11,0,-0.026352088,0.598775146,0.00000015 ,168.999,43.1803
2017,1,22,11,30,-0.056294511,1.279130184,0.00000018 ,196.862,307.152
2017,1,22,12,0,-0.043741319,0.993895218,0.00000022 ,-19.2074,-5.70292
2017,1,22,12,30,-0.001807271,0.04106525,0.00000025 ,105.056,59.0904
2017,1,22,13,0,-0.02643201,0.600591273,0.00000027 ,159.999,2.42836
2017,1,22,13,30,-0.027010037,0.613725285,0.00000029 ,154.049,20.0177
2017,1,22,14,0,-0.021638353,0.491669292,0.00000029 ,193.614,97.949
2017,1,22,14,30,-0.021563624,0.489971296,0.00000030 ,93.4268,2.62257
2017,1,22,15,0,-0.008931521,0.202943306,0.00000031 ,17.4994,2.76418
2017,1,22,15,30,-0.011797981,0.268075308,0.00000031 ,27.9306,1.2178
2017,1,22,16,0,-0.011565124,0.262784313,0.00000031 ,-5.95967,7.82115
2017,1,22,16,30,0.004332842,-0.098451022,0.00000028 ,87.5563,16.4906
2017,1,22,17,0,-0.017631022,0.400614263,0.00000026 ,-8.62486,-2.584
2017,1,22,17,30,-0.028654955,0.651101243,0.00000024 ,121.621,18.1357
2017,1,22,18,0,-0.071507448,1.624800209,0.00000021 ,139.401,25.6403
2017,1,22,18,30,-0.030955094,0.703365183,0.00000018 ,76.5907,10.5319
2017,1,22,19,0,-0.062881488,1.428800155,0.00000016 ,128.769,20.0798
2017,1,22,19,30,0.001003428,-0.022799853,0.00000015 ,15.0705,3.38226
2017,1,22,20,0,-0.07129444,1.619960143,0.00000014 ,-5.52842,-2.63316
2017,1,22,20,30,-0.024504196,0.556787139,0.00000014 ,26.288,18.6674
2017,1,22,21,0,-0.157438293,3.577330136,0.00000014 ,121.128,-2.68058
2017,1,22,21,30,-0.312356574,7.097400132,0.00000013 ,84.5671,-5.63292
2017,1,22,22,0,-0.318319049,7.232880128,0.00000013 ,123.15,-11.9883
2017,1,22,22,30,-0.195487579,4.441890124,0.00000012 ,79.4768,-9.85156
2017,1,22,23,0,-0.088638341,2.014050121,0.00000012 ,285.229,25.0575
2017,1,22,23,30,-0.177241033,4.027290117,0.00000012 ,125.831,17.6745
2017,1,22,24,0,-0.051208716,1.163570114,0.00000011 ,274.204,22.8258
2017,1,23,0,30,-0.089094724,2.02442011,0.00000011 ,284.122,30.693
2017,1,23,1,0,-0.140104075,3.183460107,0.00000011 ,253.636,29.4754
2017,1,23,1,30,-0.116367281,2.644110103,0.00000010 ,233.344,23.3211
2017,1,23,2,0,-0.094821746,2.1545501,0.00000010 ,237.5,31.0844
2017,1,23,2,30,-0.073449169,1.668920096,0.00000010 ,255.516,33.5401
2017,1,23,3,0,-0.093072348,2.114800093,0.00000009 ,335.102,40.1616
2017,1,23,3,30,-0.030089285,0.68369209,0.00000009 ,199.845,36.8787
2017,1,23,4,0,-0.000990225,0.022500086,0.00000009 ,182.277,43.6255
2017,1,23,4,30,-0.001131057,0.025700083,0.00000008 ,122.205,30.5997
2017,1,23,5,0,-0.007557353,0.17171908,0.00000008 ,120.391,27.265
2017,1,23,5,30,0.004370193,-0.099299923,0.00000008 ,70.8056,22.3203
2017,1,23,6,0,-0.027918448,0.634366074,0.00000007 ,46.2633,30.3628
2017,1,23,6,30,0.007122006,-0.161826929,0.00000007 ,44.5535,19.8736
2017,1,23,7,0,-0.0391498,0.889566068,0.00000007 ,-37.2315,-0.688053
2017,1,23,7,30,-0.047701559,1.083880065,0.00000007 ,-10.9056,-0.940099
2017,1,23,8,0,0.004818171,-0.109478938,0.00000006 ,-29.2494,-0.914078
2017,1,23,8,30,-0.040011912,0.90915506,0.00000006 ,120.029,-1.13417
2017,1,23,9,0,-0.011818357,0.268538032,0.00000003 ,53.4214,19.5696
2017,1,23,9,30,-0.001341856,0.030489851,0.00000005 ,52.1956,28.8678
2017,1,23,10,0,-0.005135615,0.116692059,0.00000006 ,126.987,12.8337
2017,1,23,10,30,-0.009060823,0.205881068,0.00000007 ,152.519,20.2025
2017,1,23,11,0,-0.012837145,0.291687101,0.00000010 ,61.1379,15.505
2017,1,23,11,30,-0.00548281,0.12458114,0.00000014 ,144.448,0.108833
2017,1,23,12,0,-0.023655639,0.537506169,0.00000017 ,186.608,101.151
2017,1,23,12,30,-0.015676934,0.356213194,0.00000019 ,161.21,-1.50255
2017,1,23,13,0,-0.005093057,0.115725209,0.00000021 ,-13.8223,1.04389
2017,1,23,13,30,-0.013913409,0.316142229,0.00000023 ,118.95,6.94228
2017,1,23,14,0,-0.006180808,0.140441244,0.00000024 ,159.922,27.2999
2017,1,23,14,30,-0.008837076,0.200797249,0.00000025 ,166.905,62.1519
2017,1,23,15,0,-0.053056255,1.205550271,0.00000027 ,83.8963,17.189
2017,1,23,15,30,-0.08168388,1.856030279,0.00000028 ,1.21111,-4.69793
2017,1,23,16,0,-0.009899125,0.22492926,0.00000026 ,-36.4125,-12.0963
2017,1,23,16,30,-0.074824922,1.700180226,0.00000023 ,-19.6599,-9.7615
2017,1,23,17,0,-0.073818853,1.677320211,0.00000021 ,-5.22443,-20.0402
2017,1,23,17,30,-0.068617751,1.559140195,0.00000020 ,-11.1803,-28.371
2017,1,23,18,0,-0.058458923,1.328310181,0.00000018 ,-17.6196,-34.8529
2017,1,23,18,30,-0.089183624,2.026440161,0.00000016 ,84.2591,7.9627
2017,1,23,19,0,-0.492410286,11.18860014,0.00000014 ,153.974,27.3459
2017,1,23,19,30,-0.054549955,1.23949014,0.00000014 ,162.337,28.1057
2017,1,23,20,0,-0.071925543,1.63430014,0.00000014 ,141.543,22.462
2017,1,23,20,30,-0.0804494,1.827980139,0.00000014 ,128.507,19.208
2017,1,23,21,0,-0.081180846,1.844600138,0.00000014 ,129.22,18.9003
2017,1,23,21,30,-0.082418847,1.872730137,0.00000014 ,127.189,18.2589
2017,1,23,22,0,-0.146140046,3.320610137,0.00000014 ,127.87,18.6769
2017,1,23,22,30,-1.18470519,26.91900014,0.00000014 ,132.515,19.1137
2017,1,23,23,0,-0.090867887,2.064710135,0.00000014 ,111.095,20.2507
2017,1,23,23,30,-0.080602115,1.831450134,0.00000013 ,228.067,19.9304
2017,1,23,24,0,-0.175134274,3.979420133,0.00000013 ,185.146,14.4109
2017,1,24,0,30,-0.204894716,4.655640133,0.00000013 ,222.441,25.1687
2017,1,24,1,0,-0.131600462,2.990240132,0.00000013 ,319.658,24.3894
2017,1,24,1,30,-0.104375436,2.371630131,0.00000013 ,237.228,25.6727
2017,1,24,2,0,-0.029340587,0.66668013,0.00000013 ,134.482,35.9687
2017,1,24,2,30,-0.08287127,1.883010129,0.00000013 ,328.59,40.8661
2017,1,24,3,0,-0.070054238,1.591780129,0.00000013 ,272.544,44.2064
2017,1,24,3,30,0.009620014,-0.218586872,0.00000013 ,242.236,65.6827
2017,1,24,4,0,-0.010420336,0.236772127,0.00000013 ,155.263,21.0772
2017,1,24,4,30,-0.133401352,3.031160126,0.00000013 ,204.022,19.3856
2017,1,24,5,0,-0.010138496,0.230368126,0.00000013 ,136.515,27.021
2017,1,24,5,30,0.002574585,-0.058499875,0.00000013 ,45.0224,5.17744
2017,1,24,6,0,0.006400462,-0.145431876,0.00000012 ,8.95231,6.55365
2017,1,24,6,30,-0.008399749,0.190860123,0.00000012 ,-7.23692,19.7866
2017,1,24,7,0,-0.638338644,14.50440012,0.00000012 ,290.175,18.9226
2017,1,24,7,30,-0.056401456,1.281560122,0.00000012 ,114.791,19.1751
2017,1,24,8,0,-0.040280681,0.915262121,0.00000012 ,117.816,19.3743
2017,1,24,8,30,-0.040973398,0.93100212,0.00000012 ,118.317,19.0652
2017,1,24,9,0,-0.007099649,0.161319039,0.00000004 ,57.3965,142.91
2017,1,24,9,30,0.000359122,-0.008159939,0.00000006 ,88.8758,159.732
2017,1,24,10,0,-0.005346203,0.121477067,0.00000007 ,83.7812,1.23835
2017,1,24,10,30,-0.009778758,0.222194093,0.00000009 ,97.3968,6.0739
2017,1,24,11,0,-0.013785648,0.313239136,0.00000014 ,78.2046,23.7547
2017,1,24,11,30,-0.027041108,0.614431167,0.00000017 ,178.864,87.1316
2017,1,24,12,0,-0.012792079,0.290663189,0.00000019 ,146.48,54.5395
2017,1,24,12,30,-0.011575202,0.263013213,0.00000021 ,117.452,7.70177
2017,1,24,13,0,-0.011418262,0.259447232,0.00000023 ,123.888,4.13958
2017,1,24,13,30,-0.010528336,0.239226249,0.00000025 ,197.637,6.94228
2017,1,24,14,0,-0.010664855,0.242328254,0.00000025 ,158.961,18.7407
2017,1,24,14,30,-0.024825337,0.564084262,0.00000026 ,87.7378,16.3085
2017,1,24,15,0,-0.029615517,0.672927288,0.00000029 ,62.6339,4.00915
2017,1,24,15,30,-0.043610433,0.990921289,0.00000029 ,-6.53012,-2.89656
2017,1,24,16,0,-0.032105339,0.729501287,0.00000029 ,-25.9579,-7.86168
2017,1,24,16,30,-0.051736396,1.175560254,0.00000025 ,83.1086,14.5695
2017,1,24,17,0,-0.061459965,1.396500233,0.00000023 ,75.134,11.4056
2017,1,24,17,30,-0.068617751,1.559140212,0.00000021 ,83.9945,7.41862
2017,1,24,18,0,-0.051092529,1.160930202,0.00000020 ,87.8756,7.31385
2017,1,24,18,30,-0.04389707,0.99743419,0.00000019 ,96.8267,14.1729
2017,1,24,19,0,-0.072098062,1.638220178,0.00000018 ,90.5423,14.158
2017,1,24,19,30,-0.068034619,1.545890176,0.00000018 ,81.0249,8.38268
2017,1,24,20,0,-0.049661764,1.128420175,0.00000018 ,143.923,24.6512
2017,1,24,20,30,-0.041029247,0.932271174,0.00000017 ,153.134,26.4391
2017,1,24,21,0,-0.066814662,1.518170172,0.00000017 ,148.964,23.43
2017,1,24,21,30,-0.064722426,1.470630171,0.00000017 ,144.6,23.2761
2017,1,24,22,0,-0.241989425,5.49851017,0.00000017 ,138.009,-15.4978
2017,1,24,22,30,-0.061720504,1.402420168,0.00000017 ,137.044,22.1681
2017,1,24,23,0,-0.177257317,4.027660167,0.00000017 ,135.391,12.1455
2017,1,24,23,30,-0.27110116,6.159990165,0.00000017 ,206.034,25.6246
2017,1,24,24,0,-0.311587279,7.079920164,0.00000016 ,201.719,16.5736
2017,1,25,0,30,-0.409641119,9.307910163,0.00000016 ,331.996,20.2007
2017,1,25,1,0,-0.402389151,9.143130161,0.00000016 ,281.589,19.6746
2017,1,25,1,30,-0.101155225,2.29846016,0.00000016 ,235.71,64.7129
2017,1,25,2,0,-0.195763522,4.448160159,0.00000016 ,171.714,15.4095
2017,1,25,2,30,-0.224725182,5.106230158,0.00000016 ,241.078,25.3796
2017,1,25,3,0,-0.322377211,7.325090156,0.00000016 ,444.507,48.4085
2017,1,25,3,30,-0.128979667,2.930690155,0.00000016 ,248.456,19.8385
2017,1,25,4,0,-0.09844993,2.236990154,0.00000015 ,192.29,33.7257
2017,1,25,4,30,-0.061845933,1.405270152,0.00000015 ,128.19,25.5063
2017,1,25,5,0,-0.082024078,1.863760151,0.00000015 ,159.791,35.2368
2017,1,25,5,30,-0.060402405,1.37247015,0.00000015 ,79.5716,13.5748
2017,1,25,6,0,-0.00544056,0.123621148,0.00000015 ,33.1078,12.0516
2017,1,25,6,30,-0.075424338,1.713800147,0.00000015 ,127.906,4.97302
2017,1,25,7,0,-0.002002455,0.045500146,0.00000015 ,-15.1611,0.441752
2017,1,25,7,30,0.00378486,-0.085999856,0.00000014 ,-34.6407,20.4304
2017,1,25,8,0,-0.038925481,0.884469143,0.00000014 ,-18.5948,-6.54334
2017,1,25,8,30,-0.046318325,1.052450142,0.00000014 ,-5.96899,-5.28557
2017,1,25,9,0,-0.008026016,0.182368141,0.00000014 ,55.7264,29.0837
2017,1,25,9,30,0.001164065,-0.026449845,0.00000016 ,19.6358,1.66267
2017,1,25,10,0,-0.008558537,0.194468186,0.00000019 ,115.115,26.4639
2017,1,25,10,30,-0.016461808,0.374047218,0.00000022 ,137.433,-7.61093
2017,1,25,11,0,-0.00655793,0.149010238,0.00000024 ,102.607,10.0634
2017,1,25,11,30,-0.016118486,0.366246288,0.00000029 ,163.207,6.94228
2017,1,25,12,0,-0.022289217,0.50645833,0.00000033 ,164.022,36.4744
2017,1,25,12,30,-0.02651246,0.602419346,0.00000035 ,80.8893,12.6461
2017,1,25,13,0,-0.000444501,0.010100364,0.00000036 ,36.5295,-0.26256
2017,1,25,13,30,-0.014112291,0.320661363,0.00000036 ,65.7602,-36.5294
2017,1,25,14,0,-0.007819565,0.177677367,0.00000037 ,1.49109,-3.04002
2017,1,25,14,30,-0.007722611,0.175474376,0.00000038 ,-6.17783,0.999461
2017,1,25,15,0,-0.004031162,0.091596887,0.00000039 ,30.212,6.48588
2017,1,25,15,30,-0.003500349,0.079535689,0.00000039 ,2.65245,5.78743
2017,1,25,16,0,-0.022247099,0.505501382,0.00000038 ,-41.1685,-1.27599
2017,1,25,16,30,-0.040883354,0.92895637,0.00000037 ,144.599,22.6246
2017,1,25,17,0,-0.039987838,0.908608358,0.00000036 ,135.359,21.3247
2017,1,25,17,30,-0.047979702,1.090200361,0.00000036 ,127.892,19.0274
2017,1,25,18,0,-0.026200693,0.595335356,0.00000036 ,152.255,24.5634
2017,1,25,18,30,-0.017568044,0.399183356,0.00000036 ,155.897,25.5838
2017,1,25,19,0,-0.034598417,0.786149355,0.00000036 ,168.433,32.8374
2017,1,25,19,30,-0.017568044,0.399183355,0.00000036 ,144.53,23.8563
2017,1,25,20,0,-0.041728742,0.948165355,0.00000036 ,158.809,28.0724
2017,1,25,20,30,-0.118574383,2.694260355,0.00000036 ,145.531,22.896
2017,1,25,21,0,-0.085043164,1.932360354,0.00000035 ,142.71,28.934
2017,1,25,21,30,-0.066538719,1.511900354,0.00000035 ,132.624,31.1641
2017,1,25,22,0,-0.290723899,6.605860354,0.00000035 ,42.552,25.8363
2017,1,25,22,30,-0.124873534,2.837390354,0.00000035 ,133.332,0.18132
2017,1,25,23,0,-0.105393828,2.394770354,0.00000035 ,170.815,26.6699
2017,1,25,23,30,-0.217449449,4.940910353,0.00000035 ,203.268,18.4723
2017,1,25,24,0,-0.205473008,4.668780353,0.00000035 ,131.98,24.3499
2017,1,26,0,30,-0.119060253,2.705300353,0.00000035 ,193.34,19.9081
2017,1,26,1,0,-0.117160781,2.662140353,0.00000035 ,217.798,27.7646
2017,1,26,1,30,-0.159965788,3.634760352,0.00000035 ,184.927,19.5659
2017,1,26,2,0,-0.142999052,3.249240352,0.00000035 ,241.431,29.2902
2017,1,26,2,30,-0.055464483,1.260270352,0.00000035 ,183.405,32.3256
2017,1,26,3,0,0.115937744,-2.634349648,0.00000035 ,108.488,75.515
2017,1,26,3,30,-0.019307715,0.438712352,0.00000035 ,51.6321,14.1204
2017,1,26,4,0,-0.081738893,1.857280351,0.00000035 ,135.85,22.1197
2017,1,26,4,30,-0.185204202,4.208230351,0.00000035 ,104.642,24.7317
2017,1,26,5,0,-0.050663872,1.151190351,0.00000035 ,173.491,28.7053
2017,1,26,5,30,-0.028851636,0.655570351,0.00000035 ,98.3113,37.7011
2017,1,26,6,0,-0.024011812,0.545599351,0.00000035 ,24.7093,13.3948
2017,1,26,6,30,-0.012354971,0.28073135,0.00000035 ,-1.4429,19.0366
2017,1,26,7,0,-0.003525201,0.08010035,0.00000035 ,-20.4626,24.1705
2017,1,26,7,30,0.002526174,-0.05739965,0.00000035 ,-53.6404,6.79478
2017,1,26,8,0,-0.014867194,0.33781435,0.00000035 ,98.3,2.1983
2017,1,26,8,30,-0.02189097,0.497409349,0.00000035 ,-6.53659,4.29071
2017,1,26,9,0,-0.008846494,0.201011349,0.00000035 ,-9.23487,0.427419
2017,1,26,9,30,8.45E-05,-0.001919651,0.00000035 ,48.4871,3.78235
2017,1,26,10,0,-0.006235821,0.141691349,0.00000035 ,63.8429,-7.29778
2017,1,26,10,30,-0.016041865,0.364505351,0.00000035 ,69.2919,1.72651
2017,1,26,11,0,-0.056803707,1.290700372,0.00000037 ,193.614,97.949
2017,1,26,11,30,0.00222001,-0.050442905,0.00000040 ,-38.9371,66.0088
2017,1,26,12,0,-0.012246399,0.278264415,0.00000042 ,82.0662,14.9348
2017,1,26,12,30,-0.001939389,0.044067418,0.00000042 ,53.4788,66.0088
2017,1,26,13,0,0.011095889,-0.252121576,0.00000042 ,101.045,66.0088
2017,1,26,13,30,0.001302696,-0.029599579,0.00000042 ,103.008,-6.17356
2017,1,26,14,0,0.011095889,-0.252121576,0.00000042 ,84.3573,66.0088
2017,1,26,14,30,-0.018328273,0.416457428,0.00000043 ,103.858,7.87837
2017,1,26,15,0,-0.037959197,0.862513431,0.00000043 ,84.9788,21.9303
2017,1,26,15,30,-0.008194486,0.186196432,0.00000043 ,-21.4908,23.7991
2017,1,26,16,0,-0.009509725,0.216081426,0.00000043 ,20.3306,7.87162
2017,1,26,16,30,-0.158118688,3.592790414,0.00000041 ,81.302,4.51127
2017,1,26,17,0,-0.131920855,2.99752041,0.00000041 ,130.397,12.0324
2017,1,26,17,30,-0.131920855,2.997520411,0.00000041 ,130.397,12.0324
2017,1,26,18,0,-0.171229707,3.890700408,0.00000041 ,112.606,16.0791
2017,1,26,18,30,-0.075426098,1.71384041,0.00000041 ,58.4591,14.6902
2017,1,26,19,0,-0.002266977,0.051510908,0.00000041 ,-22.8554,11.6678
2017,1,26,19,30,-0.091753368,2.084830402,0.00000040 ,52.3858,14.2972
2017,1,26,20,0,-0.148410082,3.372190399,0.00000040 ,84.5363,3.92691
2017,1,26,20,30,-0.139474732,3.169160397,0.00000040 ,60.0393,4.30401
2017,1,26,21,0,-0.175849437,3.995670394,0.00000039 ,8.42943,-15.4326
2017,1,26,21,30,-0.246440156,5.599640392,0.00000039 ,37.4142,-2.57899
2017,1,26,22,0,-0.16208663,3.682950389,0.00000039 ,59.7625,5.31994
2017,1,26,22,30,-0.138425093,3.145310387,0.00000039 ,104.909,12.3183
2017,1,26,23,0,-0.070895709,1.610900384,0.00000038 ,156.89,17.4913
2017,1,26,23,30,-0.152069073,3.455330382,0.00000038 ,138.375,14.6669
2017,1,26,24,0,-0.10729462,2.437960379,0.00000038 ,185.417,21.8934
